"SUB","Subject","LOCATION","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"MATHTREND_T1E","Girls","AUT","Austria","2012","2012","AVGRW","Average growth rate","0","units",,,-7.353799363,,
"MATHTREND_T1F","Share of students below proficiency Level 2","AUT","Austria","2012","2012","AVGRW","Average growth rate","0","units",,,-0.114911217,,
"MATHTREND_T1G","Share of students at proficiency Level 5 or above","AUT","Austria","2012","2012","AVGRW","Average growth rate","0","units",,,0.005781557,,
"EVOPOP_T1","Population levels","AUT","Austria","2012","2012","HAB","Inhabitants","3","thousands",,,8429.99,,
"EVOPOP_T2","Population growth rates","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,0.2831724,"B","Break"
"EVOPOP_T4","Working age population","AUT","Austria","2012","2012","PC","Percentage","0","units",,,67.57341,,
"AGEING_T1A","Youth population (under the age of 15)","AUT","Austria","2012","2012","PC","Percentage","0","units",,,14.49288,"B","Break"
"AGEING_T1B","Elderly population (age 65 and over)","AUT","Austria","2012","2012","PC","Percentage","0","units",,,17.93366,"B","Break"
"MIGEDUEMP_T1A","Employment rates of native-born  population by educational attainment: low","AUT","Austria","2012","2012","PC","Percentage","0","units",,,55.686,,
"MIGUNEMP_T1A","Unemployment rates of native-born populations: Men","AUT","Austria","2012","2012","PC","Percentage","0","units",,,3.52,,
"MIGUNEMP_T1B","Unemployment rates of foreign-born populations: Men","AUT","Austria","2012","2012","PC","Percentage","0","units",,,8.719,,
"MIGUNEMP_T1C","Unemployment rates of native-born populations: Women","AUT","Austria","2012","2012","PC","Percentage","0","units",,,3.654,,
"MIGUNEMP_T1D","Unemployment rates of foreign-born populations: Women","AUT","Austria","2012","2012","PC","Percentage","0","units",,,7.742,,
"MIGUNEMP_T1E","Unemployment rates of native-born populations: Total","AUT","Austria","2012","2012","PC","Percentage","0","units",,,3.582,,
"MIGUNEMP_T1F","Unemployment rates of foreign-born populations: Total","AUT","Austria","2012","2012","PC","Percentage","0","units",,,8.26,,
"SIZEGDP_T2","GDP per capita","AUT","Austria","2012","2012","USD","US Dollar","0","units",,,44141.295,,
"EVOGDP_T1","Real GDP growth","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,0.870499679,,
"INVRATES_T1","Gross fixed capital formation","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,1.608683634,,
"PRODGWTHGDP_T1B","GDP per Hour Worked","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,1.4,,
"PRODGWTHGDP_T1C","Labour Utilisation","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,-0.2,,
"PRODGWTHGDP_T1A","GDP per capita","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,1.2,,
"PRODULC_T1","Unit labour costs, total economy","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,2.71,,
"LABCOMPENS_T1","Labour compensation per unit labour input, total economy","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,3.57,,
"VALADDAC_T1A","Value added in agriculture, hunting and forestry, fishing","AUT","Austria","2012","2012","PC","Percentage","0","units",,,1.596087871,,
"VALADDAC_T1B","Value added in industry, including energy","AUT","Austria","2012","2012","PC","Percentage","0","units",,,21.77574359,,
"VALADDAC_T1C","Value added in manufacturing","AUT","Austria","2012","2012","PC","Percentage","0","units",,,18.192637,,
"VALADDAC_T1D","Value added in construction","AUT","Austria","2012","2012","PC","Percentage","0","units",,,6.802523993,,
"VALADDAC_T1E","Value added in wholesale and retail trade, repairs, hotels and restaurants, transport","AUT","Austria","2012","2012","PC","Percentage","0","units",,,25.53047188,,
"VALADDAC_T1F","Value added in financial intermediation, real estate, renting and business activities","AUT","Austria","2012","2012","PC","Percentage","0","units",,,23.79124466,,
"VALADDAC_T1G","Value added in other services activities","AUT","Austria","2012","2012","PC","Percentage","0","units",,,20.50392765,,
"EVOVA_T1A","Real value added in agriculture, hunting and forestry, fishing","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,-8.013746014,,
"EVOVA_T1B","Real value added in industry, including energy","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,2.288982119,,
"EVOVA_T1D","Real value added in construction","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,0.798356827,,
"EVOVA_T1E","Real value added in distributive trade, repairs, transport, accommodation and food service activities, information and communication","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,-0.909516352,,
"EVOVA_T1F","Real value added in financial and insurance activities, real estate activities, professional, scientific, technical, administrative and support service activities","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,1.604345667,,
"NATINCCAP_T1","Gross national income per capita","AUT","Austria","2012","2012","USD","US Dollar","0","units",,,43868.91809,,
"HOUSINC_T1","Real household disposable income","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,1.124572109,,
"HOUSSAVE_T1","Household net saving rates","AUT","Austria","2012","2012","PC","Percentage","0","units",,,7.353671491,,
"HOUSWEALTH_T1A","Currency and deposits (AF2)","AUT","Austria","2012","2012","PC","Percentage","0","units",,,44.8632,,
"HOUSWEALTH_T1B","Securities other than shares (AF33)","AUT","Austria","2012","2012","PC","Percentage","0","units",,,9.491669,,
"HOUSWEALTH_T1C","Shares and other equity (AF51)","AUT","Austria","2012","2012","PC","Percentage","0","units",,,16.13292,,
"HOUSWEALTH_T1D","Mutual funds shares (AF52)","AUT","Austria","2012","2012","PC","Percentage","0","units",,,8.702911,,
"HOUSWEALTH_T1E","Life insurance reserves (AF611)","AUT","Austria","2012","2012","PC","Percentage","0","units",,,13.38704,,
"HOUSWEALTH_T1F","Pension funds (AF612)","AUT","Austria","2012","2012","PC","Percentage","0","units",,,3.351306,,
"HOUSDEBT_T1","Households debt","AUT","Austria","2012","2012","PC","Percentage","0","units",,,92.76887,,
"HOUSNONFIN_T1A","Non-financial assets of households: dwellings","AUT","Austria","2012","2012","USD","US Dollar","0","units",,,55233.07204,,
"TRADEGDP_T1A","International imports in goods and services","AUT","Austria","2012","2012","PC","Percentage","0","units",,,53.97908624,,
"TRADEGDP_T1B","International exports in goods and services","AUT","Austria","2012","2012","PC","Percentage","0","units",,,57.19587697,,
"MERTRADE_T2","Imports of goods","AUT","Austria","2012","2012","USD","US Dollar","9","billions",,,169.6632406,,
"MERTRADE_T1","Trade balance of goods","AUT","Austria","2012","2012","USD","US Dollar","9","billions",,,-10.84228651,,
"MERTRADE_T3","Exports of goods","AUT","Austria","2012","2012","USD","US Dollar","9","billions",,,158.8209541,,
"SVCTRADE_T1","Trade balance of services","AUT","Austria","2012","2012","USD","US Dollar","9","billions",,,18.11786,,
"SVCTRADE_T2","Imports of services","AUT","Austria","2012","2012","USD","US Dollar","9","billions",,,42.32932,,
"SVCTRADE_T3","Exports of services","AUT","Austria","2012","2012","USD","US Dollar","9","billions",,,60.50641,,
"TRDPRTNR_T1A","Partner countries and regions of OECD merchandise imports","AUT","Austria","2012","2012","PC","Percentage","0","units",,,1.15240664,,
"TRDPRTNR_T1B","Partner countries and regions of OECD merchandise exports","AUT","Austria","2012","2012","PC","Percentage","0","units",,,1.456294725,,
"FDIFLSTK_T1A","Outward FDI stocks","AUT","Austria","2012","2012","USD","US Dollar","6","millions",,,212269.129,,
"FDIFLSTK_T2A","Outflows of foreign direct investment","AUT","Austria","2012","2012","USD","US Dollar","6","millions",,,15309.769,,
"FDIFLSTK_T2B","Inflows of foreign direct investment","AUT","Austria","2012","2012","USD","US Dollar","6","millions",,,5762.211,,
"FDIFLSTK_T3H","Communications","AUT","Austria","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3J","Business services","AUT","Austria","2012","2012","0_TO_1","0-1 scale","0","units",,,0.322,,
"FDIFLSTK_T3I","Financial services","AUT","Austria","2012","2012","0_TO_1","0-1 scale","0","units",,,0.002,,
"FDIFLSTK_T3G","Media","AUT","Austria","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3A","Total FDI Index","AUT","Austria","2012","2012","0_TO_1","0-1 scale","0","units",,,0.106,,
"FDIFLSTK_T3C","Manufacturing","AUT","Austria","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3D","Electricity","AUT","Austria","2012","2012","0_TO_1","0-1 scale","0","units",,,1,,
"FDIFLSTK_T3E","Distribution","AUT","Austria","2012","2012","0_TO_1","0-1 scale","0","units",,,0,,
"FDIFLSTK_T3B","Primary sector","AUT","Austria","2012","2012","0_TO_1","0-1 scale","0","units",,,0.15,,
"FDIFLSTK_T3F","Transport","AUT","Austria","2012","2012","0_TO_1","0-1 scale","0","units",,,0.182,,
"BOP_T1","Current account balance","AUT","Austria","2012","2012","PC","Percentage","0","units",,,1.603326,,
"CPI_T3B","CPI: energy","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,4.896733,,
"CPI_T3A","CPI: food","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,3.222196,,
"CPI_T1","CPI: all items","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,2.485675,,
"CPI_T2","CPI: all items non food non energy","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,2.100806,,
"PPI_T1","PPI:  domestic manufacturing","AUT","Austria","2012","2012","GRWH","Growth rate","0","units",,,1.531868,,
"LTINTRST_T1","Long-term interest rates","AUT","Austria","2012","2012","PC","Percentage","0","units",,,2.3725,,
"RTSCONV_T1","Purchasing power parities","AUT","Austria","2012","2012","NATUSD","National currency per US dollar","0","units",,,0.82539372,,
"RTSCONV_T2","Exchange rates","AUT","Austria","2012","2012","NATUSD","National currency per US dollar","0","units",,,0.778294,,
"RTSCONV_T3","Indices of price levels","AUT","Austria","2012","2012","OECDIDX","OECD=100","0","units",,,105,,
"INTLCOMP_T1","Real effective exchange rates","AUT","Austria","2012","2012","RATIO","Ratio","0","units",,,98.87431,,
"WENERGYS_T1","Total primary energy supply","AUT","Austria","2012","2012","TOE","Tonnes of oil equivalent (toe)","6","millions",,,32.896322,,
"TPES_T1","Total primary energy supply per unit of GDP","AUT","Austria","2012","2012","TOE","Tonnes of oil equivalent (toe)","0","units",,,0.11,,
"WELECGEN_T1","Electricity generation","AUT","Austria","2012","2012","TWH","Terawatt hours","0","units",,,64.5,,
"NUCLEARNRJ_T1C","Nuclear power plants connected to the grid","AUT","Austria","2012","2012","NBR","Number","0","units",,,0,"Z","Absolute zero observation"
"NUCLEARNRJ_T1D","Nuclear power plants under construction","AUT","Austria","2012","2012","NBR","Number","0","units",,,0,"Z","Absolute zero observation"
"RNEWABLE_T1","Contribution of renewables to energy supply","AUT","Austria","2012","2012","PC","Percentage","0","units",,,29.5,,
"OILPROD_T1","Production of crude oil","AUT","Austria","2012","2012","TONNE","Tonnes ","6","millions",,,0.9,,
"OILPRICES_T1","Crude oil import prices","AUT","Austria","2012","2012","USD","US Dollar","0","units",,,112.5,,
"EMPLGNDR_T2","Employment rates: men","AUT","Austria","2012","2012","RATIO","Ratio","0","units",,,77.82448401,,
"EMPLGNDR_T1","Employment rates: total","AUT","Austria","2012","2012","RATIO","Ratio","0","units",,,67.26728309,,
"EMPLGNDR_T3","Employment rates: women","AUT","Austria","2012","2012","RATIO","Ratio","0","units",,,72.52227609,,
"EMPLAGE_T1A","Employment rates for age group 15-24","AUT","Austria","2012","2012","PC","Percentage","0","units",,,54.63673875,,
"EMPLAGE_T1B","Employment rates for age group 25-54","AUT","Austria","2012","2012","PC","Percentage","0","units",,,85.36497435,,
"EMPLAGE_T1C","Employment rates for age group 55-64","AUT","Austria","2012","2012","PC","Percentage","0","units",,,43.08512276,,
"PTEMPL_T1","Incidence of part-time employment","AUT","Austria","2012","2012","PC","Percentage","0","units",,,19.17619,,
"SELFEMPL_T1A","Self-employment rates: women","AUT","Austria","2012","2012","PC","Percentage","0","units",,,10.75457,,
"SELFEMPL_T1B","Self-employment rates: men","AUT","Austria","2012","2012","PC","Percentage","0","units",,,15.57882,,
